NomImage;Numero;nbPixBoucleHaut;nbPixBoucleBas;Compacity;distSTDskel;nbPixSkelQuartBasGauche;skelXcentreGrav;skelYcentreGrav;boucleXcentreGrav;boucleYcentreGrav;diffSkelBoucleXcentreGrav;diffSkelBoucleYcentreGrav;nbPixDiagInfSkel;nbPixDiagSupSkel;minorAxisSkel;majorAxisSkel;OrientationSkel;PHI1skel;PHI2skel;PHI3skel;PHI4skel
285,pgm;5;2020;1837;2,644353;13,953115;78;44,332402;48,114525;46,623023;47,090226;-2,290621;1,0243;184;171;81,26061;115,588793;-0,411102;0,197907;200,690003;584,310546;231,690515
295,pgm;5;1218;1945;2,029273;12,42259;84;49,961268;50,75;53,296238;51,180525;-3,33497;-0,430525;165;117;66,423961;112,15138;-0,258167;0,174193;188,384689;839,344917;198,175628
305,pgm;5;1769;2605;2,178093;13,321364;80;47,169916;44,002786;51,809785;42,416095;-4,639869;1,58669;168;187;93,550724;116,802433;0,041388;0,199636;229,346262;1079,317861;271,038692
315,pgm;5;1116;2435;2,153653;12,512804;71;47,657895;50,254386;57,712757;48,994931;-10,054862;1,259455;183;157;90,228747;110,919837;-0,045015;0,20775;265,753522;1287,409384;309,72948
325,pgm;5;2399;2818;2,237586;13,812415;102;51,738903;46,430809;52,374161;47,477477;-0,635258;-1,046668;173;208;94,872755;126,387065;0,49843;0,244876;400,586132;2546,853706;494,908871
335,pgm;5;2328;2077;2,446542;13,011199;68;49,366848;53,61413;49,655392;54,685131;-0,288544;-1,071;188;176;96,973624;111,769436;0,210929;0,245827;391,817733;2243,214565;475,224836
345,pgm;5;0;2261;1,053403;13,870487;75;55,866883;53,344156;76,358249;59,591331;-20,491365;-6,247175;139;167;93,961862;111,945269;0,323626;0,224894;354,985404;2320,828815;435,779535
355,pgm;5;2379;2395;2,018734;14,621312;87;51,433908;48,965517;50,911605;48,300587;0,522304;0,664931;170;176;90,435392;128,779841;0,369617;0,229358;356,852058;2475,085584;443,323538
365,pgm;5;1827;1404;2,143434;15,541357;78;53,39322;47,383051;49,296193;45,000929;4,097027;2,382122;110;181;65,344244;133,747725;0,559017;0,191186;303,632621;2646,461235;333,669771
375,pgm;5;2885;3243;1,904942;14,265061;81;49,543081;51,73107;50,61782;50,996736;-1,074739;0,734334;201;179;110,604073;127,476845;-0,158301;0,264685;373,752117;1933,416183;562,47059
385,pgm;5;2463;2069;2,077925;12,602371;113;51,930233;46,877907;49,484334;47,422992;2,445899;-0,545085;157;185;88,262885;116,374087;-0,486357;0,21423;253,146137;960,52037;305,217616
395,pgm;5;1775;1480;1,985828;12,955072;58;46,181518;50,646865;47,254992;49,179416;-1,073474;1,467448;155;143;79,085625;110,322409;0,093657;0,177238;206,90527;1000,575887;214,317799
405,pgm;5;2462;2135;2,060472;13,626968;92;48,631884;49,782609;47,761149;50,348053;0,870735;-0,565444;169;174;90,494209;121,10511;-0,061116;0,216379;274,389368;1309,230492;336,007884
415,pgm;5;1659;3353;1,900834;11,23697;87;50,321937;49,247863;56,562849;50,283719;-6,240912;-1,035856;202;147;99,659055;121,958267;0,055847;0,228431;308,995712;1687,030787;409,097587
425,pgm;5;2202;3273;2,076837;13,776673;89;51,820106;47,417989;54,416621;47,424475;-2,596515;-0,006485;184;191;104,014803;126,05449;0,2806;0,249597;376,283561;2325,467887;515,379676
435,pgm;5;2992;3204;1,903763;13,199943;80;49,761039;50,21039;50,560846;51,05326;-0,799807;-0,842871;193;190;107,959278;128,158439;0,350822;0,259961;399,670664;2380,723784;565,490189
445,pgm;5;879;1949;1,829801;11,014874;68;55,911538;43,634615;58,87447;43,580622;-2,962931;0,053993;94;161;64,984864;107,164568;0,505491;0,156306;201,782152;1346,037067;188,154378
455,pgm;5;1926;1575;2,43056;13,189485;33;45,186544;55,556575;45,986575;57,071694;-0,800031;-1,515119;201;121;76,13816;118,951123;0,434938;0,208463;319,453338;2023,178669;347,334819
465,pgm;5;2136;1647;2,113903;13,856888;62;46,047319;49,189274;46,099128;48,275707;-0,051809;0,913567;145;164;82,76402;112,984324;-0,025017;0,182779;204,587907;916,859289;223,245036
475,pgm;5;2536;1847;2,340024;15,477119;110;47,456825;48,618384;45,000913;49,031029;2,455912;-0,412645;175;181;80,394566;130,638511;-0,428149;0,218505;219,465448;595,846479;293,954288
485,pgm;5;1296;2373;2,165855;12,969088;78;52,268987;48,506329;55,524394;48,962933;-3,255406;-0,456604;187;127;79,173714;118,514583;0,257434;0,200804;287,993068;1873,83441;320,198658
495,pgm;5;2328;2077;2,446542;13,011199;68;49,366848;53,61413;49,655392;54,685131;-0,288544;-1,071;188;176;96,973624;111,769436;0,210929;0,245827;391,817733;2243,214565;475,224836
505,pgm;5;2399;2926;1,947591;13,005556;76;49,601108;46,33241;50,981596;46,656901;-1,380488;-0,324491;176;182;96,998049;125,917732;0,475688;0,223313;319,923146;1920,348119;398,39914
515,pgm;5;1441;2736;2,074753;12,24045;97;53,554545;50,057576;57,773282;50,235097;-4,218737;-0,177521;190;138;86,162473;120,157474;-0,229812;0,222427;296,968606;1515,270758;372,924915
006,pgm;6;1477;1812;1,548746;12,447514;124;48,704319;35,724252;53,742475;26,411067;-5,038156;9,313185;119;181;83,266336;127,848419;-0,509488;0,153608;98,2651;271,047704;128,756279
016,pgm;6;1988;2526;2,086211;12,112371;84;51,244681;46,489362;54,784448;36,77603;-3,539768;9,713332;174;198;108,046065;121,129362;0,496324;0,241915;346,991634;1904,803842;459,293692
026,pgm;6;2397;3868;1,425514;10,435932;79;50,937322;46,894587;56,143017;44,322267;-5,205695;2,57232;194;156;116,689491;130,190853;-0,47024;0,235314;302,26093;1548,059434;455,458348
036,pgm;6;1953;2640;1,348699;8,598534;70;54,071174;46,153025;54,200958;42,338559;-0,129784;3,814466;147;133;97,986323;121,719079;0,449272;0,184894;225,152745;1429,941341;278,914624
046,pgm;6;974;2248;1,787236;10,347103;73;62,281356;45,325424;62,888579;38,612353;-0,607223;6,713071;89;203;78,280802;121,176056;0,680168;0,213405;363,792421;2957,311666;423,481793
056,pgm;6;1575;1753;1,470696;13,010269;106;50,349835;42,607261;51,744591;32,415865;-1,394756;10,191395;117;184;90,124818;127,779443;-0,4363;0,178122;149,5881;604,054574;200,381672
066,pgm;6;1495;2557;1,720747;11,574317;78;52,783172;50,297735;56,92769;44,349951;-4,144519;5,947784;160;146;96,906729;113,603193;-0,341672;0,207322;257,05097;1316,477868;323,578475
076,pgm;6;2057;3390;2,109661;12,948915;81;49,422572;51,461942;54,683679;46,026437;-5,261107;5,435506;224;155;107,289126;128,484485;-0,335238;0,260685;347,514901;1702,501992;523,004159
086,pgm;6;1925;3415;1,702531;11,400045;80;53,655271;48,94302;58,074345;46,216479;-4,419074;2,726541;186;158;108,43761;117,667615;-0,461075;0,241298;355,447008;1990,749136;479,234252
096,pgm;6;2072;2694;1,563478;12,318075;65;51,155763;48,906542;54,675199;44,105539;-3,519436;4,801003;167;151;98,33558;120,698965;-0,763081;0,209409;290,946162;1780,616358;357,471423
106,pgm;6;2824;3312;1,136321;6,477809;75;53,643564;47,782178;52,436441;44,389016;1,207124;3,393163;150;151;115,157752;135,896118;0,51321;0,216458;273,534164;1856,905821;416,787199
116,pgm;6;2160;3008;1,717803;12,077457;81;51,635294;49,720588;54,615519;42,217105;-2,980224;7,503483;178;160;108,442876;117,903703;-0,404719;0,229234;294,333055;1483,148743;399,605892
126,pgm;6;2169;3192;1,205721;8,243222;70;50,28125;47,354167;53,592986;42,732886;-3,311736;4,621281;155;132;113,567726;117,281424;-0,405967;0,185368;185,898041;868,453298;256,890279
136,pgm;6;1875;3112;1,407591;8,882617;73;54,927673;47,220126;57,424303;44,525165;-2,49663;2,69496;157;159;95,822743;123,199631;0,503805;0,215264;316,233522;2158,583196;395,16694
146,pgm;6;2104;3187;1,657835;9,375294;78;49,539157;51,692771;53,719146;48,295218;-4,179989;3,397553;185;145;101,423417;125,771629;-0,518911;0,22436;256,505756;1091,554907;370,356335
156,pgm;6;2316;2970;1,560945;12,663797;90;47,953488;45,485465;53,3479;41,398222;-5,394412;4,087243;177;164;110,759101;123,095774;-0,204295;0,209229;219,717576;833,010318;309,896323
166,pgm;6;2630;2355;1,324106;10,591725;68;52,388535;50,474522;49,271414;42,381745;3,117121;8,092777;142;170;107,478883;127,922863;-0,112295;0,220961;271,189969;1544,32595;391,304359
176,pgm;6;2208;2521;1,254177;8,867769;76;58,566434;49,506993;53,367308;43,872912;5,199125;5,634081;113;169;106,716531;117,670573;0,204361;0,213303;291,140951;1951,73653;391,716785
186,pgm;6;1734;2382;1,967474;8,30415;70;54,304878;50,954268;56,112731;44,444121;-1,807853;6,510148;176;144;93,75762;112,553674;0,602728;0,225878;359,075796;2264,973228;421,545428
196,pgm;6;1058;2679;1,257455;6,152546;74;59,97318;49,605364;61,309071;44,218625;-1,335891;5,386739;132;128;96,099928;103,345429;-0,28439;0,190587;252,777452;1561,738729;300,782357
206,pgm;6;1588;3151;1,698128;10,476783;78;52,482353;50,385294;58,549061;46,84828;-6,066708;3,537014;192;147;100,32885;111,585685;-0,392783;0,227814;311,762222;1552,21502;394,919421
216,pgm;6;1403;3273;2,132726;12,841635;89;50,732804;50;58,052395;44,71065;-7,319591;5,28935;204;171;101,399088;116,065495;-0,400563;0,247907;347,941459;1698,323325;457,094678
226,pgm;6;1984;2498;1,218803;6,318954;67;54,892593;48,281481;53,890228;43,822178;1,002365;4,459304;116;152;101,176924;117,066616;0,354812;0,184697;221,104644;1388,615079;279,084545
236,pgm;6;2386;1403;2,245814;10,27552;106;49,002849;47,789174;45,552652;40,784376;3,450197;7,004798;164;185;91,949897;113,566293;-0,409727;0,211288;248,508558;976,867725;293,513746
246,pgm;6;1331;2965;1,633998;10,02064;72;52,592357;51,490446;58,70973;48,304236;-6,117373;3,186209;175;137;99,826397;109,0945;-0,648792;0,213015;277,115635;1447,047237;346,639815
256,pgm;6;1979;2781;1,50466;9,991596;71;50,443333;51,17;52,832353;47,479202;-2,38902;3,690798;165;133;97,709202;119,3776;-0,573324;0,199508;215,618722;939,667311;287,464009
266,pgm;6;1661;2694;1,942003;9,487308;82;55,073314;52,079179;57,800689;45,72744;-2,727375;6,351739;184;153;95,896511;113,652509;0,741851;0,243043;353,399667;1765,702291;454,030856
276,pgm;6;1783;2869;1,49881;10,528386;66;53,377483;49,559603;56,143809;43,80804;-2,766326;5,751563;158;139;101,928534;116,395075;0,422607;0,205402;272,251924;1704,603455;343,063438
286,pgm;6;1794;2466;2,275329;10,417872;76;51,002849;49,532764;52,146714;44,715258;-1,143865;4,817505;182;165;94,998386;111,070863;0,073908;0,224285;319,858181;1744,369658;371,060139
296,pgm;6;1499;2334;1,360643;8,821416;76;48,347015;46,44403;54,865119;43,700496;-6,518104;2,743534;144;124;78,840146;121,862356;-0,547986;0,155738;116,855547;328,895868;145,20925
306,pgm;6;1249;2977;1,661064;9,350095;76;53,142424;52,284848;60,830099;48,833649;-7,687675;3,4512;180;148;97,398918;113,195664;-0,287295;0,229402;323,52289;1781,273314;415,648589
316,pgm;6;2469;2522;1,552117;8,296493;72;52,109718;49,200627;50,519335;44,081948;1,590383;5,118679;166;146;103,758557;125,515548;0,298173;0,216717;289,2526;1836,544614;386,227063
326,pgm;6;2404;3033;1,536504;12,23436;68;47,017964;51,092814;50,846055;46,605665;-3,828091;4,487149;194;138;107,887646;121,05175;-0,299441;0,215914;246,922352;1173,528764;343,247778
336,pgm;6;1685;2514;1,402151;12,845178;77;50,717314;47,628975;56,703025;42,468207;-5,98571;5,160769;156;124;80,954066;122,15713;0,754868;0,174979;149,307285;382,784123;191,524621
346,pgm;6;1567;3098;1,68194;9,990569;86;53,816514;48,990826;59,465809;42,790782;-5,649295;6,200043;186;139;94,575248;120,894364;-0,709141;0,22134;262,35595;995,355622;351,828318
356,pgm;6;2307;3547;1,489382;9,808439;75;49,800604;52,761329;55,989409;49,420567;-6,188805;3,340762;188;142;110,224692;128,334638;-0,630611;0,23344;274,210521;1268,646366;428,355005
366,pgm;6;1667;3440;1,497478;9,001304;80;53,365559;49,015106;58,283728;45,360681;-4,918169;3,654424;180;150;110,11571;118,575644;-0,44303;0,227959;312,169879;1804,842812;427,679126
376,pgm;6;2734;3515;1,480816;13,068805;77;48,594366;51,414085;53,833413;48,524244;-5,239047;2,889841;204;149;107,98926;123,790316;-0,680082;0,237546;287,798824;1242,679797;424,419565
386,pgm;6;2407;2960;1,693966;12,923679;83;49,927577;48,504178;53,982672;50,092417;-4,055095;-1,588238;184;172;97,745069;120,694329;0,683374;0,228073;342,386225;1986,901205;423,340885
396,pgm;6;2191;2628;1,57675;8,57041;70;50,653125;50,959375;51,162482;47,943142;-0,509357;3,016233;170;148;97,506778;122,136303;0,505372;0,214053;304,262908;2076,146417;380,963912
406,pgm;6;1398;3024;1,652226;12,117715;80;56,422442;48,148515;59,545228;48,890547;-3,122786;-0,742032;138;163;86,036134;119,13412;-0,730113;0,207599;320,894782;2238,025477;376,970962
416,pgm;6;2210;3305;1,386695;10,164094;71;53,905199;49,929664;56,403445;44,366092;-2,498246;5,563571;174;152;109,407302;120,558016;-0,497053;0,230707;326,628753;1929,217384;443,910367
426,pgm;6;2405;3672;1,391711;10,894204;72;51,715942;48,15942;56,690143;47,265592;-4,974201;0,893829;167;176;109,053319;127,165693;-0,599076;0,232801;326,393185;1891,786091;459,381111
436,pgm;6;2184;3016;1,738039;14,638601;77;49,548571;47,374286;54,021538;46,510769;-4,472967;0,863516;188;159;89,355107;129,019744;0,684042;0,218358;335,676151;2191,210288;398,922922
446,pgm;6;1831;2351;1,105231;8,186965;49;48,842324;49,780083;51,129364;47,431133;-2,28704;2,34895;132;108;90,400884;116,913497;0,501184;0,150112;154,23003;973,415587;176,327848
456,pgm;6;1950;2829;1,913662;10,80574;75;50,760933;49,848397;55,42059;47,568529;-4,659657;2,279868;192;148;101,084712;109,293749;0,324483;0,221123;309,497259;1654,713342;375,139246
466,pgm;6;1950;3054;1,202683;6,506567;85;52,092025;46,509202;55,510392;44,606315;-3,418367;1,902888;168;156;106,585165;113,976128;-0,767213;0,208595;242,413399;1108,521899;319,60797
476,pgm;6;2067;1661;1,882955;9,712994;86;48,819048;48,457143;48,295333;43,088251;0,523715;5,368892;150;164;82,232125;127,426806;-0,505478;0,19432;178,709901;550,898128;239,122003
486,pgm;6;1513;2972;1,502541;9,297112;73;54,9699;47,762542;58,928874;46,816276;-3,958974;0,946265;157;140;96,007562;111,632875;0,735898;0,199072;270,985411;1601,467025;321,14629
496,pgm;6;906;2168;1,630972;10,452663;69;54,122642;48,09434;63,794405;41,371178;-9,671763;6,723162;138;176;90,62734;108,741863;0,038355;0,206532;283,049963;1641,54776;326,447538
506,pgm;6;2462;2822;1,730771;9,512207;71;52,918605;50,363372;54,123581;44,639099;-1,204976;5,724273;180;158;107,058024;121,974218;0,774368;0,240217;364,542416;2282,889181;492,310474
516,pgm;6;2214;3240;1,726652;12,233809;73;51,840782;49,226257;56,117345;47,698387;-4,276563;1,52787;191;165;102,470413;118,313842;-0,693667;0,237778;363,217759;2090,464433;461,701456
497,pgm;7;0;1;0,07958;13,675155;81;49,505882;53,608824;62;87;-12,494118;-33,391176;184;153;99,751719;122,272184;0,555189;0,233956;295,889226;1220,484499;404,962549
137,pgm;7;0;1;0,07958;13,502919;51;54,403636;52,836364;93;63;-38,596364;-10,163636;137;136;70,387689;130,639517;0,730642;0,196013;320,135084;2642,638151;362,042737
237,pgm;7;0;1;0,07958;11,716519;91;58,431907;42,801556;89;48;-30,568093;-5,198444;74;182;78,873929;110,13047;0,483694;0,164303;207,156431;1391,884444;211,852985
007,pgm;7;0;1;0,07958;12,159955;79;68,538117;43,636771;93;37;-24,461883;6,636771;56;165;78,898476;148,909938;-0,590726;0,186798;266,020921;2291,965505;366,665135
317,pgm;7;0;1;0,07958;11,926018;57;58,544681;52,408511;89;64;-30,455319;-11,591489;96;137;80,303684;120,20976;-0,7452;0,175788;245,382788;1974,468762;282,411421
197,pgm;7;0;1;0,07958;10,292116;64;60,017316;49,796537;88;65;-27,982684;-15,203463;80;148;81,364;108,102778;-0,589143;0,166919;215,117941;1552,1564;235,295073
187,pgm;7;0;1;0,07958;11,477947;52;60,802575;55,759657;81;85;-20,197425;-29,240343;105;126;83,518087;100,522268;-0,556894;0,183455;264,061438;2015,314014;299,399924
487,pgm;7;0;1;0,07958;12,542134;53;57,37247;52,08502;90;77;-32,62753;-24,91498;113;131;85,304672;121,952271;-0,606439;0,182503;252,583141;1888,671827;300,280586
327,pgm;7;0;1;0,07958;8,134448;57;60,178404;64,779343;73;88;-12,821596;-23,220657;119;93;86,137221;112,808666;-0,63888;0,193338;254,824244;1768,082233;348,870038
037,pgm;7;0;1;0,07958;11,579213;43;53,57384;54,198312;93;73;-39,42616;-18,801688;107;129;86,535278;128,628307;-0,736804;0,17324;228,043785;1768,38633;276,605399
267,pgm;7;0;1;0,07958;11,379388;69;63,614458;57,698795;74;85;-10,385542;-27,301205;139;110;87,160662;112,078395;0,421785;0,215033;314,97575;2100,350146;415,756869
257,pgm;7;1067;2495;1,418764;8,389693;75;52,601399;46,020979;58,528355;42,91297;-5,926956;3,108009;148;137;87,610273;105,820484;-0,220621;0,173443;190,241934;901,847378;207,054703
447,pgm;7;0;1;0,07958;9,993013;68;59,666667;46,510288;92;66;-32,333333;-19,489712;101;139;87,987845;119,368768;-0,439095;0,172475;210,630651;1369,678435;253,81184
127,pgm;7;502;2469;1,332018;9,223318;94;57,920578;38,736462;66,53551;36,020868;-8,614932;2,715594;99;173;88,142011;101,744199;0,406742;0,165864;192,3145;1010,860316;198,317924
287,pgm;7;0;1;0,07958;10,214281;61;57,495763;50,567797;80;66;-22,504237;-15,432203;110;125;88,34517;96,505411;-0,515299;0,163613;196,327072;1204,767883;207,422189
467,pgm;7;0;1;0,07958;9,194748;71;60,790875;58,019011;65;92;-4,209125;-33,980989;150;110;88,499648;111,869239;0,761578;0,219169;316,935202;1991,441928;420,589101
387,pgm;7;0;1;0,07958;11,485701;67;59,296443;58,007905;52;91;7,296443;-32,992095;144;107;88,99729;118,927371;-0,655877;0,208978;271,119569;1494,990356;374,418328
247,pgm;7;0;1;0,07958;10,662346;80;59,053942;46,846473;76;83;-16,946058;-36,153527;97;142;89,438162;103,971875;-0,222217;0,165267;190,164648;1109,160528;214,402357
457,pgm;7;0;1;0,07958;8,281473;70;57,812;57,956;75;86;-17,188;-28,044;137;113;89,679184;117,644853;0,647393;0,20172;252,293239;1406,211076;341,702969
067,pgm;7;0;1;0,07958;5,544311;73;58,666667;45,570776;82;59;-23,333333;-13,429224;86;132;89,887587;101,331538;0,645928;0,145968;138,911254;696,347842;152,246222
057,pgm;7;0;1;0,07958;9,831112;72;62,948718;59,076923;83;85;-20,051282;-25,923077;138;134;90,110191;104,714868;-0,283187;0,23602;423,703725;3342,278164;535,518979
277,pgm;7;0;1;0,07958;11,048098;61;57,037453;52,243446;85;77;-27,962547;-24,756554;127;139;90,239574;120,787298;-0,409719;0,197672;279,278738;1930,122292;339,670931
297,pgm;7;0;1;0,07958;6,338292;60;54,195556;48,08;83;66;-28,804444;-17,92;103;121;91,057775;98,917331;-0,470431;0,143519;143,148697;768,135901;151,52436
097,pgm;7;0;1;0,07958;12,521957;75;60,019084;47,774809;91;65;-30,980916;-17,225191;100;157;91,088722;112,144591;-0,435616;0,18836;251,195767;1599,645869;293,056533
047,pgm;7;0;1;0,07958;11,533954;77;58,258065;48,731183;89;76;-30,741935;-27,268817;121;155;91,935774;116,61738;-0,511013;0,1994;281,446363;1826,918305;344,014464
477,pgm;7;0;1;0,07958;8,458867;69;57,736462;54,415162;93;72;-35,263538;-17,584838;120;156;93,048303;123,054652;-0,494614;0,215562;336,648963;2474,654468;435,954641
227,pgm;7;0;1;0,07958;10,823082;63;57,040293;53,054945;77;83;-19,959707;-29,945055;141;132;93,269522;112,768834;-0,11802;0,202209;278,629503;1683,130157;343,143303
167,pgm;7;0;8;0,487426;12,233377;64;62,565385;55,553846;51,875;94,125;10,690385;-38,571154;122;134;93,496473;111,533448;-0,074737;0,216437;332,339072;2394,81708;427,702459
397,pgm;7;0;1;0,07958;8,644273;55;59,17561;57,795122;72;89;-12,82439;-31,204878;117;88;93,656474;98,16493;0,546467;0,163847;193,952317;1352,621178;233,747051
367,pgm;7;0;1;0,07958;9,657347;65;62,276316;57,013158;83;85;-20,723684;-27,986842;116;111;94,291778;104,045424;0,368864;0,190633;257,672494;1838,077154;329,075466
417,pgm;7;0;1;0,07958;12,713278;61;57,05364;53,559387;97;58;-39,94636;-4,440613;146;114;94,470994;124,661513;0,679166;0,199738;290,731942;2045,524955;370,907082
017,pgm;7;0;1;0,07958;11,553398;68;61,659016;60,259016;89;90;-27,340984;-29,740984;153;151;94,486568;126,466754;-0,428568;0,274213;561,010182;4959,590577;782,971456
307,pgm;7;1655;2970;1,235836;7,295025;69;54,431655;46,169065;57,238054;46,903784;-2,806399;-0,734719;137;139;94,492535;119,742812;-0,75082;0,182051;227,359695;1410,053188;275,644189
437,pgm;7;0;1;0,07958;10,36576;65;55,446494;50,298893;92;75;-36,553506;-24,701107;122;148;94,64274;126,731345;-0,490707;0,194251;260,375689;1747,603916;332,481485
377,pgm;7;0;1;0,07958;10,739347;83;59,37276;52,899642;76;88;-16,62724;-35,100358;142;135;95,990183;124,516968;0,574752;0,219529;275,558543;1380,061912;401,908241
357,pgm;7;0;1;0,07958;9,219794;77;58,935018;50,812274;93;70;-34,064982;-19,187726;118;158;97,482471;125,31417;-0,551884;0,211368;311,903094;2242,976793;410,839466
337,pgm;7;399;3587;1,218034;12,493146;95;60,702265;52,07767;68,964375;50,10562;-8,26211;1,97205;131;175;97,553662;113,898643;0,214527;0,241096;376,652396;2242,054273;501,633342
117,pgm;7;0;1;0,07958;9,382135;79;61,330909;46,465455;96;50;-34,669091;-3,534545;119;153;98,13461;127,403332;-0,40653;0,207265;285,334738;1888,215898;382,31079
407,pgm;7;0;1;0,07958;10,148092;79;58,735099;51,112583;79;80;-20,264901;-28,887417;154;148;98,360964;114,33647;0,049569;0,226018;330,070626;1874,372885;424,95634
177,pgm;7;0;8;0,487426;12,536841;51;58,995633;54,458515;61,125;67,875;-2,129367;-13,416485;100;129;99,170071;124,595181;-0,440555;0,183913;235,839838;1686,584838;313,825567
027,pgm;7;0;1;0,07958;12,373379;67;61,235955;50,602996;98;70;-36,764045;-19,397004;113;153;99,995129;144,895945;-0,420529;0,220212;324,751055;2532,398615;485,984186
107,pgm;7;0;1;0,07958;10,946842;73;59,912727;47,578182;93;65;-33,087273;-17,421818;114;157;100,227048;133,663482;-0,369788;0,208936;282,064015;1859,661634;388,604804
207,pgm;7;0;1;0,07958;8,421365;75;54,9319;48,971326;85;66;-30,0681;-17,028674;134;144;100,579496;113,982361;0,192526;0,191393;221,297362;1047,409441;281,637439
507,pgm;7;0;1;0,07958;12,765082;71;57,473684;55,919505;80;84;-22,526316;-28,080495;168;154;101,891377;113,486985;-0,450663;0,254654;447,690293;3014,461373;577,555892
077,pgm;7;0;1;0,07958;11,433492;82;60,174917;46,415842;91;67;-30,825083;-20,584158;127;173;102,144874;120,450968;-0,481685;0,22223;324,367608;2027,07525;425,335031
157,pgm;7;0;1;0,07958;12,210696;50;59,635556;57,026667;91;81;-31,364444;-23,973333;107;117;102,751538;116,428569;-0,200492;0,1871;239,353855;1706,963412;325,113605
427,pgm;7;0;1;0,07958;7,641064;80;59,702206;50,830882;87;75;-27,297794;-24,169118;128;143;103,067675;125,086094;0,341024;0,211887;259,073728;1393,086546;378,471737
087,pgm;7;0;1;0,07958;8,396835;73;54,649485;53,261168;76;82;-21,350515;-28,738832;151;139;104,080436;114,971382;0,236089;0,213202;280,327155;1528,641772;374,730567
217,pgm;7;0;1;0,07958;8,582927;74;53,608997;49,342561;83;74;-29,391003;-24,657439;148;140;104,444262;117,499495;0,322212;0,19806;224,971215;1061,124134;303,681848
147,pgm;7;0;1;0,07958;7,659185;72;54,379928;48,473118;87;67;-32,620072;-18,526882;131;147;105,844735;115,019981;-0,454104;0,190665;226,801982;1186,00111;291,904659
347,pgm;7;8;0;0,487426;7,75036;73;56,833333;54,054348;34,875;95,125;21,958333;-41,070652;132;143;109,343824;133,794625;0,209323;0,221296;273,613474;1445,921749;428,0236
008,pgm;8;1951;0;1,472492;15,496875;0;34,208029;54,091241;19,202973;41,789851;15,005056;12,30139;185;86;77,991596;134,84564;-0,74856;0,153787;173,63227;1210,498447;199,09713
018,pgm;8;2049;0;1,286482;14,058313;0;31,655431;52,161049;19,630551;40,003416;12,024879;12,157632;187;78;76,802296;120,071791;-0,657281;0,133302;128,380711;711,093478;124,690014
028,pgm;8;3201;0;1,247422;13,240569;0;33,246429;59,792857;22,450484;53,645736;10,795944;6,147121;205;73;87,764607;130,891454;-0,632605;0,174516;216,382022;1373,689481;255,14596
038,pgm;8;2283;0;1,167345;11,907751;0;36,476378;52,397638;28,403855;42,320193;8,072523;10,077445;168;84;76,811953;113,900216;-0,65604;0,133493;131,592075;790,087512;127,398848
048,pgm;8;1377;0;1,26588;14,504908;0;40,665289;52,570248;22,371823;39,179375;18,293466;13,390872;147;93;61,405037;128,011671;0,555816;0,137387;148,769377;1102,206139;156,119648
058,pgm;8;2279;0;1,208049;12,822764;0;34,519841;55,06746;25,037297;44,774462;9,482544;10,292998;180;70;83,948838;113,794046;-0,445123;0,13794;133,440499;797,483932;137,31691
068,pgm;8;1662;0;1,120869;9,654612;0;39,142857;53,804762;30,212996;46,410951;8,929861;7,393811;144;63;58,566395;95,89743;0,692487;0,109541;99,364122;568,285683;78,490899
078,pgm;8;3239;273;1,106708;9,047008;40;37,289474;52,007519;30,224089;49,399203;7,065385;2,608316;159;105;95,362005;110,263228;-0,337909;0,144266;128,28101;600,146707;138,346604
088,pgm;8;2834;141;1,354194;11,648521;41;38,039007;52,113475;30,492437;41,992269;7,54657;10,121206;188;91;77,707257;124,856304;-0,475392;0,155509;178,272274;1218,753446;184,166484
098,pgm;8;2385;13;1,367558;10,228715;3;36,172285;51,35206;27,153461;46,179733;9,018823;5,172327;163;101;77,764871;107,086274;-0,744784;0,134572;130,196513;653,104024;118,357707
108,pgm;8;2566;0;1,252963;13,432201;0;31,325;58,742857;19,711224;47,842946;11,613776;10,899911;205;73;88,155717;123,119658;-0,494207;0,164223;187,750994;1051,352036;207,860191
118,pgm;8;2665;0;1,194444;12,407643;0;34,94717;56,566038;25,514447;47,865291;9,432723;8,700747;185;78;85,603529;117,995061;-0,394816;0,152354;162,767639;980,513691;173,482495
128,pgm;8;3046;318;1,20827;8,249453;26;37,141264;53,144981;30,514566;49,113853;6,626698;4,031129;164;102;88,748854;111,985312;-0,519947;0,14741;145,943929;759,021172;149,123338
138,pgm;8;1414;0;1,458832;13,388531;0;30,291667;54,008333;17,84512;41,88826;12,446546;12,120073;180;58;74,796447;112,826693;-0,733345;0,119514;103,622572;548,025971;98,218733
148,pgm;8;2955;587;1,107287;7,375715;40;39,103053;52,671756;32,985037;49,239977;6,118017;3,431778;157;102;94,45341;105,214082;-0,614937;0,145484;135,169776;664,295199;140,844703
158,pgm;8;1788;0;1,347516;14,462279;0;31,829457;57,414729;19,511745;42,628076;12,317712;14,786653;194;61;75,872889;127,855638;-0,614825;0,146829;163,623255;1094,895688;176,511426
168,pgm;8;2329;0;1,272765;14,73157;0;32,929688;58,109375;22,929584;44,983255;10,000104;13,12612;200;54;67,710775;134,373009;-0,486689;0,150429;184,218664;1433,065689;195,57362
178,pgm;8;1572;0;1,378219;13,244519;0;30,473469;52,82449;19,005089;42,307252;11,46838;10,517238;180;62;72,269799;110,59306;-0,772488;0,117843;101,350041;507,667989;91,336837
